Category,Name,Variant Name,Price,URL,SKU
cosmetic,Shane x Jeffree Velour Liquid Lipstick Pig Bundle,,90.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-velour-liquid-lipstick-pig-bundle,JSC-SDC-SD012-BU-BU-N-R-19-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Pink Side Bag,,35.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-pink-side-bag,JSC-SDC-SD001-AC-MB-N-R-PK-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Pink Double Zip Makeup Bag,,40.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-pink-double-zip-makeup-bag,JSC-SDC-SD003-AC-MB-N-R-PK-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Imprint Travel Bag,,30.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-imprint-travel-bag,JSC-SDC-SD002-AC-MB-N-R-BK-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Conspiracy Collection Bundle,,210.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-conspiracy-bundle,JSC-SDC-SD017-BU-BU-N-R-19-OFA
cosmetic,Shane,,18.00,https://jeffreestarcosmetics.com/products/shane,JSC-SDC-SD005-LP-LL-N-R-19-REG
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Black Side Bag,,35.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-black-side-bag,JSC-SDC-SD001-AC-MB-N-R-BK-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Black Double Zip Makeup Bag,,40.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-black-double-zip-makeup-bag,JSC-SDC-SD003-AC-MB-N-R-BK-OFA
Shane x Jeffree Conspiracy Collection,Shane x Jeffree Accessory Bag,,30.00,https://jeffreestarcosmetics.com/products/shane-x-jeffree-accessory-bag,JSC-SDC-SD004-AC-MB-N-R-BK-OFA
cosmetic,Ryland,,18.00,https://jeffreestarcosmetics.com/products/ryland,JSC-SDC-SD008-LP-LL-N-R-19-REG
Shane x Jeffree Conspiracy Collection,Pink Pig Hand Mirror,,30.00,https://jeffreestarcosmetics.com/products/pink-pig-hand-mirror,JSC-SDC-SD014-AC-HM-N-R-CU-OFA
cosmetic,Oh My God,,18.00,https://jeffreestarcosmetics.com/products/oh-my-god,JSC-SDC-SD010-LP-LL-N-R-19-REG
cosmetic,"Jeffree, What The Fuck?",,18.00,https://jeffreestarcosmetics.com/products/jeffree-what-the-fuck,JSC-SDC-SD007-LP-LL-N-R-19-REG
Lip Balm,Diet Shane Lip Balm,,18.00,https://jeffreestarcosmetics.com/products/diet-shane-lip-balm,JSC-SDC-SD011-LP-LB-N-R-19-REG
cosmetic,I Gotta Go,,18.00,https://jeffreestarcosmetics.com/products/i-gotta-go,JSC-SDC-SD009-LP-LL-N-R-19-REG
